age,sex,marital,coninc,degree,happy,health
68.0,female,divorced,14280.0,high school,very happy,excellent
58.0,female,married,30240.0,less than high school,very happy,poor
69.0,male,married,168736.3,bachelor's,very happy,excellent
39.0,male,married,94080.0,associate/junior college,pretty happy,good
83.0,female,married,,bachelor's,very happy,good
60.0,female,divorced,12600.0,high school,not too happy,good
44.0,male,married,36960.0,less than high school,pretty happy,good
46.0,male,married,21840.0,high school,very happy,good
38.0,female,married,30240.0,high school,pretty happy,fair
59.0,male,married,168736.3,graduate,pretty happy,good
26.0,female,married,36960.0,less than high school,pretty happy,good
42.0,male,never married,36960.0,high school,not too happy,good
77.0,male,married,30240.0,high school,pretty happy,fair
69.0,female,divorced,21840.0,graduate,not too happy,good
55.0,female,married,107520.0,bachelor's,pretty happy,good
62.0,male,married,94080.0,graduate,pretty happy,excellent
26.0,male,never married,,graduate,very happy,excellent
74.0,female,divorced,5040.0,high school,pretty happy,fair
68.0,female,divorced,10920.0,high school,pretty happy,fair
68.0,female,married,36960.0,high school,very happy,good
83.0,female,widowed,,high school,pretty happy,good
74.0,male,divorced,,high school,not too happy,poor
32.0,female,never married,,high school,pretty happy,good
55.0,female,married,80640.0,high school,pretty happy,good
79.0,female,divorced,18480.0,high school,pretty happy,excellent
67.0,female,never married,107520.0,bachelor's,pretty happy,good
46.0,male,married,168736.3,bachelor's,pretty happy,excellent
40.0,male,married,80640.0,high school,very happy,excellent
30.0,male,never married,168736.3,bachelor's,very happy,excellent
66.0,male,married,,graduate,very happy,excellent
28.0,female,married,45360.0,high school,very happy,excellent
55.0,female,never married,67200.0,graduate,pretty happy,good
50.0,female,divorced,30240.0,graduate,not too happy,good
22.0,female,never married,21840.0,high school,pretty happy,excellent
69.0,female,married,36960.0,high school,pretty happy,good
38.0,female,married,168736.3,bachelor's,very happy,good
56.0,male,married,168736.3,bachelor's,very happy,excellent
49.0,male,divorced,36960.0,associate/junior college,pretty happy,good
34.0,female,never married,67200.0,associate/junior college,very happy,fair
51.0,female,married,,bachelor's,not too happy,good
58.0,male,divorced,30240.0,high school,pretty happy,good
75.0,female,widowed,21840.0,bachelor's,pretty happy,good
37.0,male,married,107520.0,bachelor's,very happy,good
40.0,male,married,107520.0,bachelor's,very happy,good
36.0,female,never married,25200.0,graduate,pretty happy,good
36.0,female,never married,6048.0,bachelor's,pretty happy,fair
66.0,male,never married,6048.0,associate/junior college,pretty happy,good
45.0,female,married,67200.0,bachelor's,pretty happy,good
78.0,female,widowed,,bachelor's,pretty happy,excellent
65.0,male,married,55440.0,high school,pretty happy,good
35.0,female,married,55440.0,bachelor's,pretty happy,good
29.0,female,married,80640.0,bachelor's,pretty happy,good
58.0,male,married,168736.3,graduate,pretty happy,good
19.0,female,never married,,high school,very happy,excellent
70.0,male,married,45360.0,high school,pretty happy,fair
62.0,female,divorced,12600.0,high school,pretty happy,good
65.0,female,married,55440.0,bachelor's,very happy,excellent
74.0,female,widowed,80640.0,bachelor's,pretty happy,excellent
40.0,male,married,168736.3,bachelor's,pretty happy,good
55.0,female,married,55440.0,bachelor's,pretty happy,good
57.0,female,divorced,1344.0,less than high school,not too happy,poor
86.0,male,married,21840.0,high school,pretty happy,good
74.0,male,married,168736.3,high school,pretty happy,excellent
48.0,female,married,94080.0,bachelor's,pretty happy,good
32.0,male,divorced,55440.0,graduate,pretty happy,good
67.0,male,married,3024.0,less than high school,pretty happy,fair
79.0,male,widowed,30240.0,graduate,very happy,good
65.0,female,married,9240.0,high school,pretty happy,excellent
70.0,male,divorced,7560.0,high school,not too happy,fair
81.0,female,widowed,21840.0,high school,not too happy,fair
73.0,male,married,168736.3,bachelor's,not too happy,good
74.0,male,divorced,36960.0,graduate,very happy,good
27.0,male,never married,45360.0,high school,pretty happy,good
31.0,female,never married,21840.0,associate/junior college,not too happy,fair
26.0,male,never married,336.0,high school,not too happy,fair
58.0,female,married,67200.0,high school,pretty happy,excellent
49.0,female,divorced,30240.0,bachelor's,pretty happy,good
39.0,male,never married,336.0,less than high school,not too happy,excellent
41.0,male,divorced,45360.0,graduate,pretty happy,good
67.0,female,married,55440.0,high school,pretty happy,good
30.0,female,married,45360.0,high school,pretty happy,good
43.0,female,married,168736.3,graduate,pretty happy,excellent
64.0,female,separated,1344.0,high school,not too happy,fair
83.0,male,never married,12600.0,high school,pretty happy,good
40.0,female,married,67200.0,less than high school,very happy,fair
51.0,female,never married,45360.0,graduate,pretty happy,good
79.0,male,married,80640.0,associate/junior college,pretty happy,good
69.0,male,married,30240.0,bachelor's,pretty happy,fair
68.0,male,divorced,55440.0,high school,pretty happy,good
36.0,female,divorced,9240.0,high school,very happy,excellent
33.0,female,married,21840.0,high school,very happy,good
64.0,female,married,,high school,pretty happy,excellent
80.0,female,married,,less than high school,pretty happy,fair
75.0,male,married,55440.0,high school,pretty happy,fair
75.0,female,married,168736.3,bachelor's,very happy,good
20.0,female,never married,168736.3,high school,pretty happy,excellent
51.0,female,married,168736.3,bachelor's,pretty happy,good
66.0,female,divorced,10920.0,high school,pretty happy,good
37.0,female,married,45360.0,bachelor's,pretty happy,good
42.0,female,married,55440.0,bachelor's,pretty happy,good
46.0,female,never married,15960.0,less than high school,not too happy,fair
26.0,male,never married,18480.0,high school,not too happy,good
64.0,female,married,80640.0,bachelor's,pretty happy,fair
45.0,female,divorced,25200.0,high school,not too happy,good
67.0,female,divorced,30240.0,high school,not too happy,good
47.0,female,married,67200.0,bachelor's,pretty happy,good
77.0,male,married,36960.0,high school,very happy,excellent
83.0,male,widowed,94080.0,graduate,pretty happy,excellent
79.0,male,married,168736.3,graduate,very happy,good
62.0,female,never married,,high school,pretty happy,fair
31.0,female,married,80640.0,bachelor's,pretty happy,good
63.0,female,never married,55440.0,bachelor's,not too happy,good
33.0,male,never married,30240.0,high school,not too happy,good
32.0,female,divorced,2352.0,less than high school,pretty happy,good
67.0,female,married,14280.0,high school,pretty happy,excellent
45.0,female,married,80640.0,bachelor's,very happy,good
55.0,female,divorced,10920.0,less than high school,not too happy,good
43.0,male,never married,45360.0,high school,pretty happy,good
58.0,male,married,18480.0,high school,pretty happy,fair
67.0,female,never married,94080.0,bachelor's,pretty happy,good
39.0,male,married,168736.3,graduate,pretty happy,excellent
71.0,male,married,45360.0,graduate,pretty happy,fair
28.0,male,never married,45360.0,bachelor's,not too happy,excellent
47.0,female,never married,36960.0,bachelor's,pretty happy,good
63.0,female,widowed,15960.0,associate/junior college,pretty happy,good
57.0,male,married,80640.0,graduate,pretty happy,good
34.0,male,married,30240.0,high school,pretty happy,fair
69.0,male,married,,high school,pretty happy,good
29.0,female,never married,25200.0,less than high school,pretty happy,good
26.0,male,married,55440.0,high school,not too happy,fair
54.0,male,married,80640.0,high school,pretty happy,good
68.0,female,divorced,18480.0,bachelor's,pretty happy,good
48.0,female,married,30240.0,high school,pretty happy,good
44.0,female,divorced,6048.0,associate/junior college,pretty happy,poor
57.0,female,married,55440.0,high school,pretty happy,good
62.0,female,divorced,18480.0,associate/junior college,pretty happy,fair
49.0,female,married,45360.0,graduate,pretty happy,good
70.0,male,never married,45360.0,bachelor's,very happy,good
86.0,female,married,30240.0,high school,very happy,good
38.0,female,divorced,30240.0,less than high school,unanswered,excellent
55.0,female,divorced,9240.0,high school,not too happy,poor
76.0,male,widowed,,high school,pretty happy,poor
49.0,female,divorced,21840.0,associate/junior college,pretty happy,good
56.0,female,divorced,45360.0,bachelor's,pretty happy,good
48.0,male,never married,30240.0,high school,pretty happy,good
60.0,female,divorced,80640.0,high school,pretty happy,good
45.0,female,never married,55440.0,bachelor's,not too happy,fair
61.0,female,divorced,21840.0,associate/junior college,not too happy,poor
56.0,male,married,67200.0,high school,pretty happy,good
25.0,female,never married,45360.0,high school,very happy,good
49.0,female,never married,67200.0,graduate,pretty happy,good
33.0,female,married,45360.0,bachelor's,pretty happy,good
42.0,female,married,6048.0,less than high school,pretty happy,fair
69.0,male,never married,55440.0,bachelor's,pretty happy,excellent
75.0,female,widowed,18480.0,bachelor's,pretty happy,excellent
56.0,female,married,36960.0,bachelor's,pretty happy,excellent
69.0,male,never married,30240.0,graduate,pretty happy,good
58.0,female,never married,,bachelor's,not too happy,good
62.0,male,never married,36960.0,bachelor's,pretty happy,good
63.0,female,divorced,21840.0,associate/junior college,not too happy,good
75.0,female,divorced,21840.0,high school,not too happy,good
42.0,male,widowed,45360.0,bachelor's,not too happy,fair
46.0,male,divorced,55440.0,high school,not too happy,good
43.0,female,married,45360.0,high school,very happy,fair
53.0,female,divorced,15960.0,high school,not too happy,good
74.0,male,divorced,,graduate,pretty happy,excellent
34.0,female,married,45360.0,bachelor's,pretty happy,good
36.0,female,never married,9240.0,high school,pretty happy,good
69.0,female,divorced,2352.0,high school,not too happy,fair
74.0,male,never married,21840.0,bachelor's,very happy,excellent
50.0,male,never married,6048.0,high school,very happy,good
46.0,female,married,45360.0,bachelor's,pretty happy,fair
44.0,female,married,30240.0,graduate,pretty happy,fair
63.0,female,divorced,7560.0,less than high school,pretty happy,poor
56.0,female,married,168736.3,associate/junior college,very happy,excellent
41.0,male,married,45360.0,graduate,pretty happy,good
70.0,male,married,55440.0,graduate,not too happy,excellent
31.0,female,married,21840.0,graduate,pretty happy,good
66.0,female,married,25200.0,high school,pretty happy,good
71.0,male,never married,80640.0,high school,pretty happy,good
34.0,female,never married,14280.0,high school,not too happy,good
86.0,male,widowed,9240.0,less than high school,not too happy,fair
40.0,female,married,21840.0,high school,pretty happy,good
53.0,male,never married,10920.0,high school,pretty happy,fair
57.0,male,married,,bachelor's,pretty happy,excellent
77.0,female,married,55440.0,high school,not too happy,good
53.0,male,married,168736.3,bachelor's,pretty happy,good
59.0,female,divorced,,high school,not too happy,fair
42.0,male,married,168736.3,bachelor's,pretty happy,good
39.0,female,married,67200.0,bachelor's,pretty happy,good
34.0,female,married,67200.0,graduate,pretty happy,excellent
66.0,male,divorced,30240.0,high school,not too happy,poor
33.0,female,never married,3696.0,associate/junior college,pretty happy,good
62.0,male,married,55440.0,high school,pretty happy,good
23.0,female,never married,18480.0,high school,not too happy,excellent
65.0,female,married,67200.0,high school,very happy,good
50.0,female,married,,associate/junior college,not too happy,good
51.0,male,married,,high school,very happy,good
52.0,female,married,67200.0,graduate,pretty happy,good
57.0,male,divorced,168736.3,graduate,pretty happy,good
24.0,male,never married,14280.0,high school,not too happy,good
70.0,male,divorced,80640.0,graduate,very happy,excellent
65.0,female,married,168736.3,bachelor's,very happy,excellent
49.0,male,divorced,55440.0,bachelor's,pretty happy,good
26.0,female,never married,30240.0,bachelor's,pretty happy,excellent
34.0,female,married,55440.0,graduate,pretty happy,good
27.0,female,never married,14280.0,high school,not too happy,good
22.0,female,never married,80640.0,high school,pretty happy,good
52.0,male,married,45360.0,less than high school,very happy,good
34.0,female,never married,21840.0,bachelor's,unanswered,good
65.0,female,separated,6048.0,less than high school,pretty happy,fair
65.0,male,divorced,18480.0,high school,not too happy,poor
20.0,male,never married,45360.0,high school,pretty happy,good
62.0,male,married,67200.0,high school,very happy,excellent
41.0,male,married,55440.0,bachelor's,not too happy,good
43.0,male,married,80640.0,bachelor's,very happy,good
64.0,male,married,55440.0,high school,pretty happy,good
35.0,male,never married,18480.0,high school,pretty happy,good
57.0,female,married,55440.0,high school,pretty happy,good
20.0,male,never married,80640.0,high school,pretty happy,good
30.0,female,never married,67200.0,bachelor's,very happy,good
30.0,male,married,168736.3,bachelor's,pretty happy,good
38.0,female,married,30240.0,bachelor's,very happy,good
63.0,female,married,36960.0,high school,not too happy,good
77.0,male,married,45360.0,bachelor's,pretty happy,fair
28.0,male,never married,21840.0,graduate,not too happy,excellent
35.0,female,unanswered,,high school,not too happy,fair
59.0,female,divorced,1344.0,high school,very happy,good
61.0,male,married,,graduate,very happy,fair
54.0,female,married,168736.3,bachelor's,very happy,good
71.0,male,married,55440.0,high school,pretty happy,good
33.0,male,married,67200.0,bachelor's,pretty happy,good
43.0,male,never married,30240.0,high school,very happy,fair
45.0,female,divorced,80640.0,graduate,very happy,excellent
41.0,female,never married,67200.0,graduate,pretty happy,good
61.0,female,married,168736.3,graduate,pretty happy,excellent
71.0,female,married,94080.0,high school,pretty happy,fair
60.0,male,divorced,45360.0,high school,not too happy,good
40.0,male,never married,,high school,pretty happy,excellent
37.0,female,married,168736.3,bachelor's,pretty happy,fair
49.0,female,divorced,30240.0,high school,not too happy,fair
56.0,female,married,67200.0,associate/junior college,not too happy,good
54.0,female,married,168736.3,high school,pretty happy,good
42.0,female,married,45360.0,high school,not too happy,fair
36.0,female,never married,,bachelor's,very happy,good
74.0,female,married,30240.0,associate/junior college,pretty happy,good
68.0,male,married,36960.0,high school,not too happy,fair
83.0,male,widowed,14280.0,high school,pretty happy,excellent
34.0,female,never married,21840.0,bachelor's,pretty happy,good
41.0,female,never married,45360.0,bachelor's,pretty happy,excellent
29.0,female,never married,9240.0,bachelor's,pretty happy,good
34.0,female,married,55440.0,bachelor's,pretty happy,good
26.0,female,never married,45360.0,high school,pretty happy,poor
55.0,female,married,30240.0,high school,pretty happy,good
86.0,female,married,9240.0,high school,pretty happy,good
56.0,male,married,,bachelor's,pretty happy,good
56.0,male,never married,1344.0,high school,not too happy,good
36.0,male,married,67200.0,bachelor's,pretty happy,excellent
83.0,male,married,21840.0,graduate,pretty happy,excellent
71.0,male,married,30240.0,high school,very happy,good
55.0,male,married,80640.0,bachelor's,pretty happy,good
59.0,male,married,94080.0,high school,pretty happy,good
76.0,male,widowed,,less than high school,pretty happy,fair
66.0,female,never married,,high school,pretty happy,fair
52.0,male,married,36960.0,associate/junior college,very happy,good
18.0,female,widowed,,high school,pretty happy,good
34.0,female,married,,high school,not too happy,good
74.0,male,widowed,9240.0,bachelor's,pretty happy,fair
56.0,male,married,,high school,pretty happy,good
68.0,male,married,45360.0,bachelor's,very happy,good
50.0,male,never married,30240.0,high school,pretty happy,fair
55.0,female,married,168736.3,associate/junior college,pretty happy,excellent
78.0,female,divorced,336.0,high school,pretty happy,good
24.0,female,never married,,high school,pretty happy,fair
62.0,male,divorced,25200.0,high school,not too happy,fair
70.0,male,married,55440.0,bachelor's,pretty happy,good
38.0,male,never married,14280.0,associate/junior college,pretty happy,good
44.0,female,married,9240.0,graduate,pretty happy,poor
59.0,male,married,45360.0,high school,pretty happy,fair
25.0,female,married,12600.0,graduate,very happy,excellent
25.0,unanswered,never married,,bachelor's,pretty happy,excellent
74.0,female,never married,,graduate,pretty happy,excellent
67.0,male,married,168736.3,graduate,not too happy,good
70.0,male,married,30240.0,graduate,pretty happy,good
50.0,male,married,94080.0,high school,not too happy,good
26.0,female,married,45360.0,bachelor's,pretty happy,good
48.0,male,married,36960.0,associate/junior college,pretty happy,good
64.0,male,married,18480.0,high school,pretty happy,good
36.0,female,married,10920.0,high school,very happy,good
54.0,female,married,107520.0,bachelor's,not too happy,good
63.0,female,married,,bachelor's,pretty happy,good
70.0,male,divorced,7560.0,high school,not too happy,poor
59.0,female,never married,30240.0,high school,pretty happy,good
59.0,male,divorced,12600.0,high school,not too happy,fair
49.0,female,separated,336.0,less than high school,not too happy,poor
72.0,male,married,55440.0,high school,not too happy,fair
82.0,male,married,36960.0,graduate,pretty happy,good
44.0,female,divorced,67200.0,graduate,pretty happy,good
62.0,female,married,55440.0,high school,pretty happy,good
74.0,male,married,67200.0,bachelor's,very happy,good
78.0,female,widowed,9240.0,associate/junior college,not too happy,fair
36.0,female,never married,,high school,pretty happy,good
70.0,male,married,36960.0,associate/junior college,pretty happy,good
78.0,male,married,30240.0,less than high school,very happy,good
65.0,female,divorced,7560.0,less than high school,not too happy,good
65.0,female,divorced,55440.0,associate/junior college,pretty happy,good
60.0,male,married,168736.3,bachelor's,very happy,good
70.0,male,married,94080.0,bachelor's,pretty happy,fair
61.0,male,married,94080.0,graduate,very happy,excellent
37.0,male,married,168736.3,graduate,pretty happy,good
70.0,male,married,36960.0,associate/junior college,pretty happy,good
60.0,female,married,,bachelor's,pretty happy,good
30.0,female,never married,336.0,less than high school,not too happy,good
30.0,male,married,25200.0,high school,very happy,fair
69.0,male,married,,less than high school,not too happy,fair
59.0,male,divorced,,less than high school,not too happy,poor
66.0,female,divorced,25200.0,bachelor's,not too happy,excellent
63.0,male,married,168736.3,graduate,very happy,excellent
21.0,female,married,4368.0,high school,very happy,excellent
65.0,female,married,55440.0,high school,pretty happy,good
67.0,female,married,67200.0,bachelor's,pretty happy,good
67.0,female,married,168736.3,graduate,pretty happy,fair
81.0,female,widowed,336.0,associate/junior college,pretty happy,good
43.0,female,never married,25200.0,graduate,pretty happy,good
45.0,male,never married,10920.0,bachelor's,very happy,good
42.0,female,never married,12600.0,high school,not too happy,fair
30.0,female,married,15960.0,high school,pretty happy,good
66.0,female,divorced,36960.0,high school,not too happy,good
57.0,male,married,168736.3,graduate,pretty happy,excellent
40.0,male,married,45360.0,associate/junior college,pretty happy,good
70.0,female,widowed,67200.0,bachelor's,pretty happy,good
79.0,female,married,18480.0,bachelor's,pretty happy,fair
78.0,female,married,25200.0,less than high school,pretty happy,good
57.0,female,divorced,,high school,not too happy,poor
62.0,male,married,80640.0,bachelor's,pretty happy,good
53.0,female,married,55440.0,high school,very happy,fair
41.0,female,married,168736.3,graduate,pretty happy,excellent
69.0,female,married,45360.0,bachelor's,pretty happy,excellent
56.0,female,divorced,45360.0,bachelor's,pretty happy,good
64.0,male,married,168736.3,bachelor's,very happy,excellent
60.0,female,divorced,45360.0,high school,pretty happy,good
66.0,male,divorced,14280.0,high school,pretty happy,good
58.0,female,divorced,55440.0,bachelor's,pretty happy,good
62.0,female,married,45360.0,bachelor's,pretty happy,good
68.0,male,married,45360.0,high school,unanswered,poor
55.0,female,married,,high school,pretty happy,poor
78.0,male,divorced,1344.0,associate/junior college,not too happy,good
39.0,female,never married,107520.0,bachelor's,not too happy,good
51.0,male,married,94080.0,associate/junior college,very happy,good
75.0,female,divorced,45360.0,graduate,pretty happy,good
25.0,female,never married,80640.0,bachelor's,pretty happy,excellent
60.0,female,never married,336.0,graduate,pretty happy,excellent
50.0,female,never married,,high school,pretty happy,good
89.0,female,widowed,12600.0,high school,very happy,good
44.0,female,separated,1344.0,graduate,very happy,good
63.0,female,married,,associate/junior college,pretty happy,good
46.0,male,married,168736.3,graduate,not too happy,good
53.0,female,married,55440.0,bachelor's,not too happy,good
34.0,female,widowed,12600.0,high school,pretty happy,fair
54.0,female,never married,12600.0,less than high school,pretty happy,fair
28.0,male,never married,25200.0,high school,not too happy,fair
35.0,male,married,45360.0,associate/junior college,pretty happy,good
55.0,male,divorced,,high school,not too happy,good
34.0,female,married,30240.0,bachelor's,pretty happy,excellent
72.0,female,widowed,45360.0,graduate,pretty happy,good
66.0,male,married,168736.3,graduate,very happy,excellent
66.0,male,unanswered,,bachelor's,pretty happy,good
52.0,unanswered,divorced,336.0,unanswered,pretty happy,good
23.0,male,never married,,bachelor's,not too happy,good
42.0,female,never married,25200.0,bachelor's,pretty happy,good
27.0,female,never married,45360.0,bachelor's,not too happy,good
39.0,female,married,94080.0,graduate,pretty happy,excellent
64.0,male,married,45360.0,associate/junior college,pretty happy,good
32.0,female,never married,30240.0,bachelor's,pretty happy,excellent
49.0,male,divorced,168736.3,high school,very happy,excellent
53.0,male,divorced,45360.0,associate/junior college,pretty happy,excellent
40.0,female,married,168736.3,graduate,very happy,excellent
55.0,female,divorced,55440.0,bachelor's,not too happy,good
45.0,female,divorced,15960.0,bachelor's,pretty happy,good
81.0,male,married,45360.0,high school,pretty happy,good
68.0,male,married,21840.0,high school,very happy,fair
67.0,male,married,107520.0,associate/junior college,pretty happy,excellent
24.0,male,married,3696.0,bachelor's,very happy,excellent
70.0,female,married,67200.0,graduate,pretty happy,excellent
44.0,female,never married,25200.0,less than high school,not too happy,poor
70.0,female,divorced,15960.0,high school,very happy,excellent
39.0,female,married,336.0,high school,very happy,fair
70.0,male,married,21840.0,high school,pretty happy,fair
41.0,female,never married,36960.0,associate/junior college,pretty happy,good
67.0,male,never married,45360.0,bachelor's,not too happy,excellent
78.0,male,widowed,45360.0,less than high school,pretty happy,fair
54.0,female,married,55440.0,bachelor's,pretty happy,good
71.0,male,widowed,67200.0,bachelor's,pretty happy,good
58.0,male,married,107520.0,bachelor's,pretty happy,good
67.0,male,divorced,36960.0,high school,pretty happy,good
78.0,male,married,67200.0,graduate,pretty happy,good
41.0,female,married,55440.0,bachelor's,pretty happy,excellent
42.0,male,never married,336.0,high school,pretty happy,good
41.0,female,divorced,,high school,not too happy,good
79.0,female,widowed,55440.0,associate/junior college,pretty happy,good
59.0,female,divorced,12600.0,associate/junior college,not too happy,good
60.0,female,married,55440.0,bachelor's,very happy,good
71.0,male,married,55440.0,associate/junior college,pretty happy,good
55.0,female,married,168736.3,graduate,pretty happy,good
76.0,male,widowed,55440.0,graduate,pretty happy,good
29.0,male,never married,94080.0,graduate,not too happy,good
31.0,male,married,36960.0,graduate,pretty happy,excellent
43.0,female,never married,1344.0,high school,not too happy,fair
75.0,female,widowed,25200.0,high school,not too happy,good
37.0,male,married,2352.0,associate/junior college,pretty happy,good
61.0,female,married,80640.0,associate/junior college,pretty happy,good
66.0,male,divorced,36960.0,high school,pretty happy,poor
48.0,female,married,45360.0,high school,pretty happy,fair
35.0,male,never married,67200.0,high school,pretty happy,good
71.0,female,married,,graduate,pretty happy,good
57.0,female,separated,336.0,high school,not too happy,fair
58.0,female,divorced,45360.0,high school,pretty happy,fair
41.0,female,married,36960.0,bachelor's,very happy,good
77.0,female,married,,high school,pretty happy,good
74.0,male,widowed,67200.0,high school,not too happy,good
49.0,male,divorced,168736.3,bachelor's,not too happy,excellent
53.0,female,divorced,9240.0,high school,pretty happy,fair
64.0,female,divorced,30240.0,bachelor's,pretty happy,good
67.0,male,married,94080.0,graduate,very happy,good
85.0,female,widowed,12600.0,high school,pretty happy,good
58.0,female,never married,15960.0,high school,pretty happy,excellent
66.0,male,married,45360.0,high school,pretty happy,good
62.0,male,married,94080.0,bachelor's,pretty happy,excellent
63.0,female,married,36960.0,graduate,very happy,fair
47.0,male,never married,45360.0,less than high school,very happy,good
63.0,male,married,36960.0,graduate,very happy,good
48.0,female,married,55440.0,bachelor's,pretty happy,good
28.0,female,married,,high school,pretty happy,good
33.0,female,never married,55440.0,graduate,very happy,excellent
83.0,female,married,36960.0,high school,pretty happy,fair
48.0,female,never married,15960.0,less than high school,not too happy,fair
62.0,male,married,80640.0,associate/junior college,pretty happy,excellent
75.0,female,divorced,30240.0,bachelor's,very happy,excellent
64.0,female,divorced,7560.0,high school,not too happy,poor
33.0,female,married,80640.0,bachelor's,pretty happy,good
58.0,female,divorced,15960.0,high school,not too happy,fair
73.0,female,divorced,21840.0,bachelor's,pretty happy,good
21.0,male,never married,1344.0,less than high school,very happy,good
86.0,female,widowed,,less than high school,not too happy,fair
45.0,female,never married,7560.0,associate/junior college,pretty happy,fair
72.0,male,separated,21840.0,bachelor's,pretty happy,excellent
49.0,female,married,21840.0,less than high school,not too happy,good
44.0,female,never married,30240.0,less than high school,pretty happy,good
44.0,male,never married,14280.0,high school,not too happy,fair
36.0,female,never married,30240.0,bachelor's,not too happy,good
40.0,female,separated,36960.0,high school,not too happy,good
51.0,female,never married,18480.0,high school,not too happy,poor
67.0,male,married,55440.0,high school,very happy,good
63.0,male,never married,2352.0,less than high school,pretty happy,good
70.0,female,married,80640.0,graduate,very happy,good
64.0,male,married,45360.0,bachelor's,unanswered,fair
55.0,female,divorced,18480.0,associate/junior college,not too happy,good
59.0,male,separated,67200.0,bachelor's,pretty happy,good
81.0,female,widowed,30240.0,high school,pretty happy,fair
61.0,male,married,36960.0,associate/junior college,pretty happy,good
56.0,male,divorced,,high school,very happy,fair
35.0,female,never married,67200.0,graduate,pretty happy,good
34.0,male,never married,67200.0,graduate,pretty happy,good
71.0,male,never married,21840.0,graduate,not too happy,fair
68.0,female,never married,67200.0,graduate,not too happy,good
73.0,female,divorced,25200.0,associate/junior college,pretty happy,good
49.0,female,never married,12600.0,associate/junior college,not too happy,fair
35.0,male,never married,18480.0,high school,not too happy,fair
79.0,female,married,36960.0,high school,not too happy,good
20.0,male,never married,55440.0,less than high school,not too happy,fair
86.0,male,married,18480.0,graduate,very happy,excellent
75.0,female,widowed,15960.0,less than high school,pretty happy,good
62.0,female,married,10920.0,high school,pretty happy,fair
68.0,male,married,80640.0,bachelor's,pretty happy,fair
29.0,female,never married,67200.0,bachelor's,very happy,good
69.0,male,married,36960.0,bachelor's,pretty happy,good
39.0,female,married,168736.3,bachelor's,pretty happy,good
55.0,male,separated,14280.0,high school,pretty happy,fair
24.0,female,never married,36960.0,high school,not too happy,good
48.0,female,divorced,55440.0,graduate,very happy,excellent
31.0,female,married,107520.0,bachelor's,pretty happy,good
30.0,unanswered,never married,336.0,unanswered,very happy,good
46.0,male,divorced,36960.0,high school,pretty happy,good
24.0,female,never married,10920.0,high school,pretty happy,good
70.0,male,married,55440.0,bachelor's,pretty happy,good
72.0,male,widowed,9240.0,high school,not too happy,good
42.0,female,never married,36960.0,associate/junior college,pretty happy,excellent
28.0,female,never married,30240.0,associate/junior college,very happy,good
86.0,male,widowed,10920.0,graduate,not too happy,poor
65.0,female,married,67200.0,associate/junior college,not too happy,fair
24.0,male,never married,18480.0,graduate,pretty happy,excellent
62.0,male,divorced,45360.0,graduate,not too happy,excellent
25.0,female,never married,3696.0,high school,pretty happy,fair
52.0,female,never married,,high school,not too happy,good
28.0,male,never married,30240.0,bachelor's,pretty happy,good
50.0,female,married,36960.0,high school,pretty happy,excellent
70.0,male,married,67200.0,high school,pretty happy,fair
32.0,male,married,14280.0,bachelor's,very happy,excellent
36.0,female,never married,30240.0,high school,pretty happy,excellent
42.0,female,separated,9240.0,high school,not too happy,good
70.0,male,divorced,30240.0,bachelor's,pretty happy,good
84.0,female,widowed,67200.0,graduate,not too happy,fair
42.0,female,divorced,336.0,high school,very happy,good
31.0,male,never married,25200.0,bachelor's,very happy,excellent
76.0,female,married,25200.0,high school,pretty happy,good
79.0,male,divorced,15960.0,graduate,not too happy,excellent
70.0,male,married,45360.0,graduate,pretty happy,fair
51.0,male,separated,80640.0,high school,very happy,good
23.0,male,never married,67200.0,graduate,not too happy,good
39.0,male,never married,80640.0,bachelor's,pretty happy,good
69.0,female,divorced,14280.0,bachelor's,very happy,excellent
59.0,female,married,107520.0,graduate,very happy,good
58.0,female,never married,18480.0,graduate,not too happy,good
80.0,male,married,,bachelor's,very happy,good
68.0,male,married,67200.0,graduate,very happy,good
58.0,female,married,45360.0,associate/junior college,pretty happy,good
21.0,male,never married,,high school,pretty happy,good
44.0,male,married,55440.0,bachelor's,very happy,excellent
71.0,male,married,36960.0,graduate,pretty happy,good
59.0,female,divorced,45360.0,bachelor's,pretty happy,good
20.0,male,never married,15960.0,high school,not too happy,good
34.0,female,never married,21840.0,high school,not too happy,good
56.0,male,married,45360.0,high school,pretty happy,good
35.0,male,never married,80640.0,bachelor's,pretty happy,good
38.0,female,married,67200.0,bachelor's,pretty happy,good
60.0,female,married,30240.0,high school,not too happy,fair
42.0,female,married,45360.0,high school,pretty happy,good
57.0,female,married,55440.0,high school,very happy,good
70.0,female,widowed,21840.0,bachelor's,pretty happy,good
57.0,female,married,107520.0,graduate,pretty happy,good
78.0,male,married,,bachelor's,not too happy,excellent
76.0,female,divorced,18480.0,high school,pretty happy,good
72.0,male,divorced,168736.3,graduate,very happy,excellent
56.0,female,married,107520.0,graduate,very happy,good
29.0,female,never married,55440.0,high school,not too happy,fair
59.0,male,married,168736.3,graduate,not too happy,good
33.0,female,married,45360.0,high school,pretty happy,good
57.0,female,married,45360.0,bachelor's,pretty happy,good
35.0,male,married,168736.3,bachelor's,pretty happy,good
31.0,male,never married,21840.0,high school,pretty happy,good
